Text,text,compound,negative,neutral,positive,sentiment
"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems .","The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems .",0.0,0.0,1.0,0.0,neutral
Buffett's Company Reports 37 Percent Drop in 2Q Earnings,Buffett's Company Reports 37 Percent Drop in 2Q Earnings,-0.2732,0.208,0.792,0.0,negative
"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 .","Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 .",0.0,0.0,1.0,0.0,neutral
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,-0.25,0.1,0.9,0.0,negative
Satama and Trainers ' House will remain as names and independent brands of the business areas .,Satama and Trainers ' House will remain as names and independent brands of the business areas .,0.0,0.0,1.0,0.0,neutral
"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .","Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",0.4404,0.0,0.805,0.195,positive
"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .","Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .",0.4404,0.0,0.805,0.195,positive
"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .","Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .",0.3182,0.0,0.892,0.108,positive
The emerging markets that Raisio has chosen to enter so far are marked by relatively low per capita food consumption .,The emerging markets that Raisio has chosen to enter so far are marked by relatively low per capita food consumption .,-0.2732,0.1,0.9,0.0,negative
$CAMT Looks like might break down. I'm out,$CAMT Looks like might break down. I'm out,0.3612,0.0,0.737,0.263,positive
Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,0.0,0.0,1.0,0.0,neutral
We are now taking Marimekko there on a distinctly more significant scale .,We are now taking Marimekko there on a distinctly more significant scale .,0.2716,0.0,0.827,0.173,positive
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .","Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",-0.2732,0.177,0.701,0.122,negative
"Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017 .","Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017 .",0.0,0.0,1.0,0.0,neutral
"Of course , you 'll have direct access to Nokia 's Ovi store , so you 'll have lots of fun downloading your favorite media .","Of course , you 'll have direct access to Nokia 's Ovi store , so you 'll have lots of fun downloading your favorite media .",0.743,0.0,0.769,0.231,positive
"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .","Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",0.4404,0.0,0.884,0.116,positive
"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .","By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",-0.0258,0.075,0.852,0.072,neutral
Repeats sees 2008 EBITA above 18 pct of sales .,Repeats sees 2008 EBITA above 18 pct of sales .,0.0,0.0,1.0,0.0,neutral
The construction project is scheduled to start in the second quarter of 2009 and the new building is scheduled to be in place by the end of 2010 .,The construction project is scheduled to start in the second quarter of 2009 and the new building is scheduled to be in place by the end of 2010 .,0.0,0.0,1.0,0.0,neutral
"`` We hope to clarify our policies to Finnish businesses where there are any gray areas , '' Motlanthe said .","`` We hope to clarify our policies to Finnish businesses where there are any gray areas , '' Motlanthe said .",0.4404,0.0,0.861,0.139,positive
The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,0.4404,0.0,0.838,0.162,positive
The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,0.296,0.0,0.872,0.128,positive
"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''","`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",0.5859,0.0,0.827,0.173,positive
"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .","Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",0.3182,0.0,0.887,0.113,positive
"`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .","`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .",0.8316,0.0,0.705,0.295,positive
$NFLX and $TSLA making all kinds of gains 📈,$NFLX and $TSLA making all kinds of gains 📈,0.34,0.0,0.745,0.255,positive
Out of shorts $ALTR at 38.85 with loss,Out of shorts $ALTR at 38.85 with loss,-0.3182,0.247,0.753,0.0,negative
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .","Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",0.4404,0.0,0.847,0.153,positive
"$FB trend, hits mid 110's and drops","$FB trend, hits mid 110's and drops",0.0,0.0,1.0,0.0,neutral
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .","In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",-0.5994,0.149,0.851,0.0,negative
"Several large stocks tacked lower , however .","Several large stocks tacked lower , however .",-0.296,0.306,0.694,0.0,negative
"JVC will stop producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil .","JVC will stop producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil .",-0.5267,0.145,0.855,0.0,negative
"$AMZN trades in mid to upper range. No break out yet, either direction","$AMZN trades in mid to upper range. No break out yet, either direction",-0.296,0.155,0.845,0.0,negative
Roshan 's net sales in 2006 were $ 191 million and EBITDA was $ 66.5 million .,Roshan 's net sales in 2006 were $ 191 million and EBITDA was $ 66.5 million .,0.0,0.0,1.0,0.0,neutral
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,0.0,0.0,1.0,0.0,neutral
"Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 .","Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 .",-0.0258,0.131,0.743,0.126,neutral
Joint procurement will be later extended to the factories in the Baltic countries .,Joint procurement will be later extended to the factories in the Baltic countries .,0.0,0.0,1.0,0.0,neutral
"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .","( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",0.4939,0.0,0.914,0.086,positive
( The acquisition sum has not been disclosed . ),( The acquisition sum has not been disclosed . ),0.0,0.0,1.0,0.0,neutral
The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,0.0,0.0,1.0,0.0,neutral
"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .","Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",0.4404,0.0,0.892,0.108,positive
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,0.0,0.0,1.0,0.0,neutral
Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .,Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .,0.5267,0.0,0.839,0.161,positive
We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,0.6908,0.0,0.676,0.324,positive
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .","In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",0.2732,0.0,0.916,0.084,positive
"BasWare is headquartered in Espoo , Finland .","BasWare is headquartered in Espoo , Finland .",0.0,0.0,1.0,0.0,neutral
